image_name,interesting/not interesting,num_person,num_vehicles,avg_person_conf,total_boxes,bounding_boxes
2020-03-13_11_25_27_933,0,0,0,0.0,0,[]
2020-03-13_16_20_27_569,0,0,0,0.0,0,[]
2020-03-16_08_45_27_811,0,0,0,0.0,0,[]
2020-03-16_13_15_27_944,0,0,0,0.0,0,[]
2020-03-16_17_35_26_950,0,0,0,0.0,0,[]
2020-03-17_10_10_29_395,0,0,0,0.0,0,[]
2020-03-17_14_45_29_724,0,0,0,0.0,0,[]
2020-03-18_07_30_27_643,0,0,0,0.0,0,[]
2020-03-18_11_55_30_044,0,0,0,0.0,0,[]
2020-03-18_16_20_29_591,0,0,0,0.0,0,[]
2020-03-19_08_45_28_807,0,0,0,0.0,0,[]
2020-03-19_13_05_30_530,1,1,0,0.675,1,"[{""label"": ""person"", ""score"": 0.6746153235435486, ""bbox"": [34.57098388671875, 479.4217224121094, 62.91526412963867, 535.7001953125]}]"
2020-03-19_18_05_29_935,0,0,0,0.0,0,[]
2020-03-20_10_30_30_384,1,2,0,0.714,2,"[{""label"": ""person"", ""score"": 0.7645951509475708, ""bbox"": [143.05252075195312, 524.7988891601562, 203.78663635253906, 634.63134765625]}, {""label"": ""person"", ""score"": 0.6625464558601379, ""bbox"": [350.6435852050781, 330.1322326660156, 385.10028076171875, 417.2662658691406]}]"
2020-03-20_14_55_31_575,0,0,0,0.0,0,[]
2020-03-23_07_20_27_586,0,0,0,0.0,0,[]
2020-03-23_11_45_32_941,1,2,0,0.652,2,"[{""label"": ""person"", ""score"": 0.6921513676643372, ""bbox"": [134.89959716796875, 495.5252685546875, 179.031494140625, 588.5154418945312]}, {""label"": ""person"", ""score"": 0.6109544038772583, ""bbox"": [351.1611633300781, 321.2099609375, 386.14215087890625, 416.3249816894531]}]"
2020-03-23_16_45_28_892,0,0,0,0.0,0,[]
2020-03-24_09_15_28_690,0,0,0,0.0,0,[]
2020-03-24_13_40_29_707,1,1,0,0.646,1,"[{""label"": ""person"", ""score"": 0.6464619040489197, ""bbox"": [383.25439453125, 318.8643798828125, 426.1913146972656, 417.7911071777344]}]"
2020-03-24_18_10_28_518,0,0,0,0.0,0,[]
2020-03-25_10_40_26_784,1,3,0,0.741,3,"[{""label"": ""person"", ""score"": 0.7988503575325012, ""bbox"": [502.5410461425781, 541.0936889648438, 560.3511962890625, 701.6004638671875]}, {""label"": ""person"", ""score"": 0.7779504060745239, ""bbox"": [217.77674865722656, 529.402099609375, 286.8720397949219, 649.470703125]}, {""label"": ""person"", ""score"": 0.6461508274078369, ""bbox"": [300.1319885253906, 413.32305908203125, 340.1782531738281, 548.8966064453125]}]"
2020-03-25_15_10_27_521,1,2,0,0.64,2,"[{""label"": ""person"", ""score"": 0.6616449356079102, ""bbox"": [466.0350341796875, 331.8299255371094, 495.4327392578125, 416.693359375]}, {""label"": ""person"", ""score"": 0.6177159547805786, ""bbox"": [145.93360900878906, 565.7960815429688, 205.02687072753906, 644.2238159179688]}]"
2020-03-26_07_50_27_289,0,0,0,0.0,0,[]
2020-03-26_12_20_27_631,0,0,0,0.0,0,[]
2020-03-26_16_50_28_487,0,0,0,0.0,0,[]
2020-03-27_09_30_28_020,0,0,0,0.0,0,[]
2020-03-27_14_00_32_579,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.7636619806289673, ""bbox"": [0.09320068359375, 513.5055541992188, 367.132080078125, 951.224609375]}]"
2020-03-27_18_20_28_955,0,0,0,0.0,0,[]
2020-03-30_11_10_26_874,0,1,0,0.7,1,"[{""label"": ""person"", ""score"": 0.6997047662734985, ""bbox"": [76.6791000366211, 499.43536376953125, 113.9349136352539, 561.8052978515625]}]"
2020-03-30_15_30_32_202,1,1,1,0.766,2,"[{""label"": ""person"", ""score"": 0.7659075260162354, ""bbox"": [276.2950439453125, 544.6541748046875, 332.8540344238281, 678.9940185546875]}, {""label"": ""train"", ""score"": 0.6185300946235657, ""bbox"": [0.0, 511.79608154296875, 374.326416015625, 952.9957885742188]}]"
2020-03-31_08_00_26_475,0,0,0,0.0,0,[]
2020-03-31_12_30_30_187,0,0,0,0.0,0,[]
2020-03-31_16_55_28_969,0,0,0,0.0,0,[]
2020-04-01_09_30_29_413,0,0,0,0.0,0,[]
2020-04-01_14_05_33_001,0,0,0,0.0,0,[]
2020-04-02_06_40_26_269,0,0,0,0.0,0,[]
2020-04-02_11_30_29_981,1,2,0,0.753,2,"[{""label"": ""person"", ""score"": 0.7925264835357666, ""bbox"": [521.0415649414062, 331.949462890625, 555.741455078125, 418.99591064453125]}, {""label"": ""person"", ""score"": 0.7143916487693787, ""bbox"": [371.2765197753906, 327.2413635253906, 402.5068054199219, 415.904052734375]}]"
2020-04-02_15_50_29_450,0,0,0,0.0,0,[]
2020-04-03_08_20_27_651,0,0,0,0.0,0,[]
2020-04-03_12_55_28_026,1,1,0,0.681,1,"[{""label"": ""person"", ""score"": 0.6809230446815491, ""bbox"": [666.6207275390625, 319.58447265625, 705.3656005859375, 422.99481201171875]}]"
2020-04-03_17_30_52_739,0,0,0,0.0,0,[]
2020-04-06_09_55_29_079,0,0,0,0.0,0,[]
2020-04-06_14_30_27_414,0,0,0,0.0,0,[]
2020-04-07_06_55_26_704,0,0,0,0.0,0,[]
2020-04-07_11_25_30_918,0,0,0,0.0,0,[]
2020-04-07_15_50_27_433,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6582244038581848, ""bbox"": [0.1137847900390625, 509.84832763671875, 369.87176513671875, 952.630615234375]}]"
2020-04-08_08_25_27_838,0,0,0,0.0,0,[]
2020-04-08_13_05_28_592,0,0,0,0.0,0,[]
2020-04-08_17_30_28_204,0,0,0,0.0,0,[]
2020-04-09_09_50_30_177,0,0,0,0.0,0,[]
2020-04-09_14_10_31_621,1,1,0,0.635,1,"[{""label"": ""person"", ""score"": 0.6352059841156006, ""bbox"": [525.8836669921875, 495.27789306640625, 561.2161865234375, 575.1679077148438]}]"
2020-04-10_06_35_26_411,0,0,0,0.0,0,[]
2020-04-10_11_00_32_906,0,0,0,0.0,0,[]
2020-04-10_15_30_30_599,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6206463575363159, ""bbox"": [0.4948883056640625, 509.16162109375, 365.1039123535156, 951.2636108398438]}]"
2020-04-13_08_05_30_547,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6427991986274719, ""bbox"": [0.006011962890625, 511.5504150390625, 369.7368469238281, 951.2900390625]}]"
2020-04-13_12_45_31_187,0,0,0,0.0,0,[]
2020-04-13_17_15_30_792,0,0,0,0.0,0,[]
2020-04-14_09_55_29_567,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6727312803268433, ""bbox"": [0.0, 510.16131591796875, 483.5547790527344, 951.8524169921875]}]"
2020-04-14_14_25_26_915,0,0,0,0.0,0,[]
2020-04-15_06_50_27_543,0,0,0,0.0,0,[]
2020-04-15_11_40_32_260,1,2,0,0.731,2,"[{""label"": ""person"", ""score"": 0.7812759280204773, ""bbox"": [147.20726013183594, 510.0227355957031, 196.18881225585938, 612.450439453125]}, {""label"": ""person"", ""score"": 0.6798330545425415, ""bbox"": [531.7451171875, 335.7279968261719, 560.4209594726562, 418.3452453613281]}]"
2020-04-15_16_10_28_164,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6714478731155396, ""bbox"": [0.0878448486328125, 507.2025146484375, 368.76617431640625, 951.1102294921875]}]"
2020-04-16_08_40_26_866,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6363992691040039, ""bbox"": [0.0, 508.58673095703125, 374.46759033203125, 950.2782592773438]}]"
2020-04-16_13_00_27_972,0,0,0,0.0,0,[]
2020-04-16_17_20_28_080,0,0,0,0.0,0,[]
2020-04-17_09_55_29_554,0,0,0,0.0,0,[]
2020-04-17_14_50_31_965,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6267768144607544, ""bbox"": [0.253021240234375, 511.5524597167969, 367.91522216796875, 950.3489990234375]}]"
2020-04-20_07_30_27_043,0,0,0,0.0,0,[]
2020-04-20_11_50_27_954,1,1,0,0.757,1,"[{""label"": ""person"", ""score"": 0.7574492692947388, ""bbox"": [108.77194213867188, 501.3371887207031, 158.47500610351562, 588.7930297851562]}]"
2020-04-20_16_50_28_004,0,0,0,0.0,0,[]
2020-04-21_09_15_26_689,0,0,0,0.0,0,[]
2020-04-21_13_45_32_225,0,0,0,0.0,0,[]
2020-04-22_06_30_29_014,0,0,0,0.0,0,[]
2020-04-22_11_10_27_703,1,3,0,0.707,3,"[{""label"": ""person"", ""score"": 0.8005277514457703, ""bbox"": [293.97796630859375, 577.3460693359375, 362.07025146484375, 739.8711547851562]}, {""label"": ""person"", ""score"": 0.6765792369842529, ""bbox"": [504.5289001464844, 384.63079833984375, 530.046875, 476.5560607910156]}, {""label"": ""person"", ""score"": 0.6436773538589478, ""bbox"": [251.7239532470703, 601.3603515625, 298.4306335449219, 688.6063232421875]}]"
2020-04-22_15_40_28_077,1,1,1,0.652,2,"[{""label"": ""train"", ""score"": 0.750308632850647, ""bbox"": [0.0, 511.015380859375, 368.56658935546875, 951.355224609375]}, {""label"": ""person"", ""score"": 0.6517358422279358, ""bbox"": [475.24542236328125, 460.96417236328125, 508.1297912597656, 544.2387084960938]}]"
2020-04-23_08_25_27_157,1,1,0,0.761,1,"[{""label"": ""person"", ""score"": 0.7612161636352539, ""bbox"": [89.87782287597656, 494.2654113769531, 137.25424194335938, 571.2816162109375]}]"
2020-04-23_12_55_28_148,0,0,0,0.0,0,[]
2020-04-23_17_20_27_885,0,0,0,0.0,0,[]
2020-04-24_09_40_27_068,0,0,0,0.0,0,[]
2020-04-24_14_10_27_441,0,0,0,0.0,0,[]
2020-04-27_06_35_26_683,1,1,0,0.665,1,"[{""label"": ""person"", ""score"": 0.6646313071250916, ""bbox"": [233.02491760253906, 506.8924255371094, 283.3737487792969, 608.498779296875]}]"
2020-04-27_11_05_30_430,0,0,0,0.0,0,[]
2020-04-27_15_45_29_011,0,0,0,0.0,0,[]
2020-04-28_08_20_28_221,0,0,0,0.0,0,[]
2020-04-28_13_05_28_632,0,0,0,0.0,0,[]
2020-04-28_17_30_28_873,0,0,0,0.0,0,[]
2020-04-29_10_00_28_564,1,2,0,0.668,2,"[{""label"": ""person"", ""score"": 0.7289833426475525, ""bbox"": [493.36895751953125, 381.63458251953125, 539.870361328125, 470.0706787109375]}, {""label"": ""person"", ""score"": 0.6061294078826904, ""bbox"": [465.9568786621094, 201.110595703125, 494.8929443359375, 276.92218017578125]}]"
2020-04-29_14_30_28_796,0,0,0,0.0,0,[]
2020-04-30_06_50_27_015,0,0,0,0.0,0,[]
2020-04-30_11_30_28_623,1,1,0,0.603,1,"[{""label"": ""person"", ""score"": 0.6030686497688293, ""bbox"": [397.0579528808594, 329.1119689941406, 433.7545471191406, 417.4201354980469]}]"
2020-04-30_15_55_28_959,0,0,0,0.0,0,[]
2020-05-01_08_20_27_832,0,0,0,0.0,0,[]
2020-05-01_13_05_29_042,0,0,0,0.0,0,[]
2020-05-01_17_40_33_443,0,0,0,0.0,0,[]
2020-05-04_10_10_26_911,0,0,0,0.0,0,[]
2020-05-04_14_40_30_009,1,1,0,0.66,1,"[{""label"": ""person"", ""score"": 0.6596118211746216, ""bbox"": [522.2174682617188, 496.9662170410156, 554.3965454101562, 582.8577270507812]}]"
2020-05-05_07_00_27_231,0,0,0,0.0,0,[]
2020-05-05_11_25_28_594,0,0,0,0.0,0,[]
2020-05-05_16_15_27_492,0,0,0,0.0,0,[]
2020-05-06_08_45_27_093,0,0,0,0.0,0,[]
2020-05-06_13_30_29_410,1,1,0,0.694,1,"[{""label"": ""person"", ""score"": 0.6940206289291382, ""bbox"": [843.752197265625, 137.875244140625, 881.0593872070312, 197.89157104492188]}]"
2020-05-06_18_00_28_317,0,0,0,0.0,0,[]
2020-05-07_10_35_28_325,1,1,0,0.636,1,"[{""label"": ""person"", ""score"": 0.6360329389572144, ""bbox"": [849.4339599609375, 141.4461212158203, 889.654052734375, 197.13253784179688]}]"
2020-05-07_15_05_29_001,1,2,0,0.685,2,"[{""label"": ""person"", ""score"": 0.7267972230911255, ""bbox"": [165.99371337890625, 556.5993041992188, 238.94598388671875, 656.7005615234375]}, {""label"": ""person"", ""score"": 0.6422058343887329, ""bbox"": [166.81900024414062, 464.09088134765625, 193.99098205566406, 522.3801879882812]}]"
2020-05-08_07_30_27_789,0,0,0,0.0,0,[]
2020-05-08_11_55_28_775,0,0,0,0.0,0,[]
2020-05-08_16_20_28_230,0,0,0,0.0,0,[]
2020-05-11_09_00_28_923,1,1,1,0.601,2,"[{""label"": ""truck"", ""score"": 0.6441544890403748, ""bbox"": [0.059814453125, 463.21893310546875, 91.69036102294922, 528.24853515625]}, {""label"": ""person"", ""score"": 0.6007141470909119, ""bbox"": [574.9956665039062, 330.0968933105469, 599.4697875976562, 420.45947265625]}]"
2020-05-11_13_35_29_089,0,0,0,0.0,0,[]
2020-05-11_18_15_28_465,0,0,0,0.0,0,[]
2020-05-12_10_45_28_278,0,0,0,0.0,0,[]
2020-05-12_15_20_29_046,0,0,0,0.0,0,[]
2020-05-13_07_45_27_375,1,1,0,0.65,1,"[{""label"": ""person"", ""score"": 0.6499028205871582, ""bbox"": [75.54959106445312, 487.00836181640625, 104.3721694946289, 554.5014038085938]}]"
2020-05-13_12_20_27_573,0,0,0,0.0,0,[]
2020-05-13_16_55_35_122,0,0,0,0.0,0,[]
2020-05-14_09_15_30_118,0,0,0,0.0,0,[]
2020-05-14_13_40_30_987,0,0,0,0.0,0,[]
2020-05-14_18_05_31_001,0,0,0,0.0,0,[]
2020-05-15_10_45_37_216,0,0,0,0.0,0,[]
2020-05-15_15_15_34_783,0,0,0,0.0,0,[]
2020-05-18_07_50_31_663,1,3,0,0.745,3,"[{""label"": ""person"", ""score"": 0.7807579040527344, ""bbox"": [770.3585205078125, 556.9703979492188, 821.8345336914062, 645.9053955078125]}, {""label"": ""person"", ""score"": 0.7454977631568909, ""bbox"": [522.0480346679688, 545.3245239257812, 610.23095703125, 680.208740234375]}, {""label"": ""person"", ""score"": 0.7075343728065491, ""bbox"": [666.5309448242188, 528.7828369140625, 708.5072631835938, 607.7271118164062]}]"
2020-05-18_12_15_35_845,0,0,0,0.0,0,[]
2020-05-18_16_40_36_429,0,0,0,0.0,0,[]
2020-05-19_09_15_32_371,1,2,0,0.729,2,"[{""label"": ""person"", ""score"": 0.7713255286216736, ""bbox"": [118.5878677368164, 496.7546691894531, 160.8074493408203, 597.4833984375]}, {""label"": ""person"", ""score"": 0.686332106590271, ""bbox"": [240.79696655273438, 502.892822265625, 269.872314453125, 608.4075317382812]}]"
2020-05-19_14_00_33_099,0,0,0,0.0,0,[]
2020-05-19_18_25_37_803,0,0,0,0.0,0,[]
2020-05-20_11_00_28_972,1,2,0,0.786,2,"[{""label"": ""person"", ""score"": 0.7875476479530334, ""bbox"": [88.07476043701172, 495.5461120605469, 130.86712646484375, 572.652587890625]}, {""label"": ""person"", ""score"": 0.7850816249847412, ""bbox"": [131.21328735351562, 502.2635498046875, 161.07977294921875, 593.880126953125]}]"
2020-05-20_15_50_29_317,1,2,0,0.654,2,"[{""label"": ""person"", ""score"": 0.6874266266822815, ""bbox"": [401.4847412109375, 505.5669250488281, 431.6841125488281, 594.2291259765625]}, {""label"": ""person"", ""score"": 0.6201961636543274, ""bbox"": [400.6768493652344, 336.6122741699219, 426.1790771484375, 412.6729431152344]}]"
2020-05-21_08_10_27_728,0,0,0,0.0,0,[]
2020-05-21_12_40_28_214,1,1,0,0.724,1,"[{""label"": ""person"", ""score"": 0.7237481474876404, ""bbox"": [379.3424377441406, 513.090576171875, 420.9975280761719, 607.8031005859375]}]"
2020-05-21_17_05_28_650,0,0,0,0.0,0,[]
2020-05-22_09_35_28_329,0,0,0,0.0,0,[]
2020-05-22_14_00_28_932,0,0,0,0.0,0,[]
2020-05-25_06_35_31_200,0,0,0,0.0,0,[]
2020-05-25_11_15_29_589,0,0,0,0.0,0,[]
2020-05-25_15_40_28_900,0,0,0,0.0,0,[]
2020-05-26_08_05_28_678,0,0,0,0.0,0,[]
2020-05-26_12_30_29_175,0,0,0,0.0,0,[]
2020-05-26_17_10_29_467,0,0,0,0.0,0,[]
2020-05-27_09_40_29_717,0,0,0,0.0,0,[]
2020-05-27_14_10_29_609,0,0,0,0.0,0,[]
2020-05-28_06_40_28_249,0,0,0,0.0,0,[]
2020-05-28_11_05_29_359,0,0,0,0.0,0,[]
2020-05-28_15_35_28_750,0,0,0,0.0,0,[]
2020-05-29_08_30_28_437,0,0,0,0.0,0,[]
2020-05-29_13_05_30_853,0,0,0,0.0,0,[]
2020-05-29_17_35_30_446,0,0,0,0.0,0,[]
2020-06-01_10_05_29_672,0,0,0,0.0,0,[]
2020-06-01_14_30_31_000,0,0,0,0.0,0,[]
2020-06-02_06_55_28_638,0,0,0,0.0,0,[]
2020-06-02_11_25_29_131,0,0,0,0.0,0,[]
2020-06-02_15_55_29_653,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6891477108001709, ""bbox"": [0.0, 512.0557861328125, 367.47869873046875, 951.018798828125]}]"
2020-06-03_08_25_29_368,0,0,0,0.0,0,[]
2020-06-03_13_00_29_531,0,0,0,0.0,0,[]
2020-06-03_17_40_30_555,0,0,0,0.0,0,[]
2020-06-04_10_20_29_318,1,1,0,0.803,1,"[{""label"": ""person"", ""score"": 0.8028656840324402, ""bbox"": [578.5115356445312, 650.67822265625, 670.1159057617188, 898.229736328125]}]"
2020-06-04_14_45_29_990,0,1,0,0.635,1,"[{""label"": ""person"", ""score"": 0.6347805857658386, ""bbox"": [160.97088623046875, 594.6358642578125, 224.5333251953125, 660.1439819335938]}]"
2020-06-05_07_30_28_670,0,0,0,0.0,0,[]
2020-06-05_11_50_29_180,0,0,0,0.0,0,[]
2020-06-05_16_25_28_696,0,0,0,0.0,0,[]
2020-06-08_09_10_28_836,0,0,0,0.0,0,[]
2020-06-08_13_45_28_731,0,1,0,0.775,1,"[{""label"": ""person"", ""score"": 0.7745661735534668, ""bbox"": [731.6912231445312, 545.9260864257812, 780.2658081054688, 668.9574584960938]}]"
2020-06-08_18_20_31_040,0,0,0,0.0,0,[]
2020-06-09_11_05_28_246,0,0,0,0.0,0,[]
2020-06-09_15_30_31_607,1,2,1,0.662,3,"[{""label"": ""train"", ""score"": 0.7597224116325378, ""bbox"": [0.0, 508.9361877441406, 373.71942138671875, 950.516845703125]}, {""label"": ""person"", ""score"": 0.7077158093452454, ""bbox"": [51.57673645019531, 478.7262878417969, 81.46356201171875, 542.5963745117188]}, {""label"": ""person"", ""score"": 0.6157084107398987, ""bbox"": [514.27099609375, 502.90997314453125, 538.8304443359375, 572.795654296875]}]"
2020-06-10_08_10_27_690,0,0,0,0.0,0,[]
2020-06-10_13_20_28_589,1,1,0,0.752,1,"[{""label"": ""person"", ""score"": 0.7519411444664001, ""bbox"": [602.0452270507812, 335.04229736328125, 634.2186279296875, 422.15753173828125]}]"
2020-06-10_17_40_30_144,0,0,0,0.0,0,[]
2020-06-11_10_10_28_709,0,0,0,0.0,0,[]
2020-06-11_14_55_28_277,0,0,0,0.0,0,[]
2020-06-12_07_30_27_612,0,0,0,0.0,0,[]
2020-06-17_17_25_08_350,0,0,0,0.0,0,[]
2020-06-18_10_10_06_574,0,1,0,0.615,1,"[{""label"": ""person"", ""score"": 0.6147565841674805, ""bbox"": [185.50875854492188, 451.6714782714844, 204.74449157714844, 516.5337524414062]}]"
2020-06-18_14_40_09_328,0,0,0,0.0,0,[]
2020-06-19_07_15_05_216,0,0,0,0.0,0,[]
2020-06-19_11_35_05_358,0,0,0,0.0,0,[]
2020-06-19_16_00_07_141,0,0,0,0.0,0,[]
2020-06-22_08_30_04_497,1,1,0,0.648,1,"[{""label"": ""person"", ""score"": 0.6484421491622925, ""bbox"": [663.063232421875, 516.2821655273438, 692.3043212890625, 595.0989990234375]}]"
2020-06-22_13_05_03_982,0,0,0,0.0,0,[]
2020-06-22_17_45_03_604,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.6543563008308411, ""bbox"": [0.8427276611328125, 481.71746826171875, 423.7248840332031, 949.5110473632812]}]"
2020-06-23_10_15_05_077,0,0,0,0.0,0,[]
2020-06-23_14_35_05_440,0,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.7035362720489502, ""bbox"": [0.178955078125, 478.3441162109375, 423.05975341796875, 951.619873046875]}]"
2020-06-24_07_10_04_900,0,0,0,0.0,0,[]
2020-06-24_11_55_03_700,0,0,0,0.0,0,[]
2020-06-24_16_35_06_009,1,1,1,0.755,2,"[{""label"": ""person"", ""score"": 0.7549328804016113, ""bbox"": [153.31207275390625, 482.9446716308594, 188.91226196289062, 556.4005126953125]}, {""label"": ""train"", ""score"": 0.685922384262085, ""bbox"": [0.3250732421875, 472.57879638671875, 431.4739990234375, 948.9609375]}]"
2020-06-25_09_00_03_099,1,0,1,0.0,1,"[{""label"": ""train"", ""score"": 0.756801426410675, ""bbox"": [200.70736694335938, 474.638671875, 344.2858581542969, 641.4013671875]}]"
2020-06-25_13_20_02_646,0,0,0,0.0,0,[]
2020-06-25_17_40_04_797,0,0,0,0.0,0,[]
2020-06-26_10_25_03_098,0,0,0,0.0,0,[]
2020-06-26_14_50_03_610,0,0,0,0.0,0,[]
2020-06-29_07_20_03_669,0,0,0,0.0,0,[]
2020-06-29_11_50_07_455,1,1,0,0.677,1,"[{""label"": ""person"", ""score"": 0.6768566966056824, ""bbox"": [611.0930786132812, 511.278564453125, 638.0722045898438, 600.010986328125]}]"
2020-06-29_16_35_06_817,0,0,0,0.0,0,[]
2020-06-30_09_05_05_705,0,0,0,0.0,0,[]
2020-06-30_13_55_06_456,1,2,0,0.662,2,"[{""label"": ""person"", ""score"": 0.6726171374320984, ""bbox"": [709.4483032226562, 556.9872436523438, 763.6446533203125, 608.7335815429688]}, {""label"": ""person"", ""score"": 0.6518303751945496, ""bbox"": [635.751220703125, 521.147216796875, 679.7747192382812, 609.5888671875]}]"
2020-06-30_18_20_07_780,0,0,0,0.0,0,[]
2020-07-01_10_45_06_885,1,2,0,0.709,2,"[{""label"": ""person"", ""score"": 0.7919977903366089, ""bbox"": [345.976318359375, 533.5772705078125, 389.0582580566406, 653.3068237304688]}, {""label"": ""person"", ""score"": 0.6264345049858093, ""bbox"": [274.7890319824219, 525.5135498046875, 315.79876708984375, 659.1117553710938]}]"
2020-07-01_15_20_06_509,1,2,0,0.646,2,"[{""label"": ""person"", ""score"": 0.6804962754249573, ""bbox"": [612.6979370117188, 504.61810302734375, 638.6071166992188, 580.1799926757812]}, {""label"": ""person"", ""score"": 0.6113057732582092, ""bbox"": [562.2389526367188, 504.2787780761719, 587.9943237304688, 581.8199462890625]}]"
2020-07-02_07_50_10_097,0,0,0,0.0,0,[]
2020-07-02_12_20_05_004,0,0,0,0.0,0,[]
2020-07-02_16_50_04_159,0,0,0,0.0,0,[]
2020-07-03_09_35_03_892,1,1,0,0.82,1,"[{""label"": ""person"", ""score"": 0.819539487361908, ""bbox"": [884.6441040039062, 596.4715576171875, 949.20263671875, 746.8192138671875]}]"
2020-07-03_14_05_04_156,0,0,0,0.0,0,[]
2020-07-06_06_35_02_351,0,0,0,0.0,0,[]
2020-07-06_11_10_03_466,0,0,0,0.0,0,[]
2020-07-06_15_45_04_560,0,0,0,0.0,0,[]
2020-07-07_08_15_03_997,1,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.8179515600204468, ""bbox"": [153.7286376953125, 437.4239501953125, 804.1692504882812, 912.8661499023438]}]"
2020-07-07_12_35_04_729,1,1,0,0.711,1,"[{""label"": ""person"", ""score"": 0.7111291885375977, ""bbox"": [185.0572052001953, 473.2005310058594, 226.90838623046875, 549.9334106445312]}]"
2020-07-07_17_20_05_041,0,0,0,0.0,0,[]
2020-07-08_09_45_03_509,0,0,0,0.0,0,[]
2020-07-08_14_40_04_871,0,0,0,0.0,0,[]
2020-07-09_07_15_02_604,0,0,0,0.0,0,[]
2020-07-09_11_40_03_374,1,1,0,0.682,1,"[{""label"": ""person"", ""score"": 0.6822794675827026, ""bbox"": [574.5330810546875, 512.788818359375, 603.546142578125, 594.2978515625]}]"
2020-07-09_16_05_04_885,0,0,0,0.0,0,[]
2020-07-10_08_35_03_545,0,0,0,0.0,0,[]
2020-07-10_13_05_04_307,0,0,0,0.0,0,[]
2020-07-10_17_40_03_596,0,0,0,0.0,0,[]
2020-07-13_10_15_03_778,0,0,0,0.0,0,[]
2020-07-13_14_35_04_340,0,0,0,0.0,0,[]
2020-07-14_07_20_03_624,0,0,0,0.0,0,[]
2020-07-14_12_20_03_496,1,1,0,0.793,1,"[{""label"": ""person"", ""score"": 0.7932950258255005, ""bbox"": [337.12469482421875, 502.6451721191406, 382.3254699707031, 610.794921875]}]"
2020-07-14_16_50_03_172,0,0,0,0.0,0,[]
2020-07-15_09_25_03_311,1,2,0,0.666,2,"[{""label"": ""person"", ""score"": 0.7228953838348389, ""bbox"": [875.560302734375, 324.04547119140625, 919.4602661132812, 429.88427734375]}, {""label"": ""person"", ""score"": 0.6095439195632935, ""bbox"": [46.40660095214844, 463.46856689453125, 78.94248962402344, 500.0709533691406]}]"
2020-07-15_14_15_04_723,0,0,0,0.0,0,[]
2020-07-16_06_50_03_079,0,0,0,0.0,0,[]
2020-07-16_11_25_04_431,0,0,0,0.0,0,[]
2020-07-16_15_55_04_513,0,0,0,0.0,0,[]
2020-07-17_08_20_04_379,0,0,0,0.0,0,[]
2020-07-17_13_05_05_552,0,0,0,0.0,0,[]
2020-07-17_17_25_06_436,1,3,0,0.645,3,"[{""label"": ""person"", ""score"": 0.6580393314361572, ""bbox"": [969.3306274414062, 298.58331298828125, 1039.6163330078125, 409.52587890625]}, {""label"": ""person"", ""score"": 0.6551289558410645, ""bbox"": [479.9920349121094, 577.05419921875, 546.4367065429688, 656.0116577148438]}, {""label"": ""person"", ""score"": 0.6231375336647034, ""bbox"": [610.1596069335938, 332.52069091796875, 635.0695190429688, 413.6592102050781]}]"
2020-07-20_10_05_03_420,0,0,0,0.0,0,[]
2020-07-20_14_50_04_175,0,0,0,0.0,0,[]
2020-07-21_07_20_03_183,0,0,0,0.0,0,[]
2020-07-21_11_45_06_539,1,1,0,0.717,1,"[{""label"": ""person"", ""score"": 0.716729998588562, ""bbox"": [521.9745483398438, 425.93048095703125, 558.2550659179688, 511.236328125]}]"
2020-07-21_16_25_08_774,0,0,0,0.0,0,[]
2020-07-22_09_00_03_122,1,1,0,0.778,1,"[{""label"": ""person"", ""score"": 0.7778922319412231, ""bbox"": [167.83848571777344, 484.9760437011719, 215.40560913085938, 571.9342041015625]}]"
2020-07-22_13_35_04_232,0,0,0,0.0,0,[]
2020-07-22_18_10_05_213,0,0,0,0.0,0,[]
2020-07-23_10_45_04_975,0,0,0,0.0,0,[]
2020-07-23_15_10_06_263,1,2,0,0.746,2,"[{""label"": ""person"", ""score"": 0.7827425599098206, ""bbox"": [184.6287384033203, 497.2726745605469, 220.71607971191406, 585.1221923828125]}, {""label"": ""person"", ""score"": 0.7094860672950745, ""bbox"": [288.5588684082031, 511.8829345703125, 318.0966491699219, 603.8984985351562]}]"
2020-07-24_07_45_03_733,1,2,0,0.697,2,"[{""label"": ""person"", ""score"": 0.7029103636741638, ""bbox"": [193.40646362304688, 504.9719543457031, 229.19432067871094, 598.162109375]}, {""label"": ""person"", ""score"": 0.690422773361206, ""bbox"": [537.6405029296875, 504.4317626953125, 573.4630737304688, 594.3486328125]}]"
2020-07-24_12_20_03_862,0,0,0,0.0,0,[]
2020-07-24_17_00_04_366,0,0,0,0.0,0,[]
